id,login,display_name,type,broadcaster_type,description,profile_image_url,offline_image_url,view_count,created_at,nb abo,nb vu cumul,date creat,nb vod
219831856,tatouga,Tatouga,,affiliate,✯ HAYO ! Continuons cette aventure ensemble ! (✧ω✧) ✯,https://static-cdn.jtvnw.net/jtv_user_pictures/9de4b7c6-ebda-4dc8-af80-49cb8c213a4e-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c1e7d1a2-e2da-4f7c-82ef-284b4d4992e4-channel_offline_image-1920x1080.png,3660,2018-05-09T19:01:01Z,313,3660,2018-05-09,8
694273579,tauripleia,TauriPleia,,affiliate,"-Français : Salut, je suis Tauri Pleia Je suis un VTuber ! Laissez moi partager avec vous ce que j'aime ! English: Hi, I'm Tauri Pleia  I'm a VTuber ! Let me share with you what I love !",https://static-cdn.jtvnw.net/jtv_user_pictures/9843bcd7-8d9e-4553-93fa-5bb07cff64bc-profile_image-300x300.png,,914,2021-06-05T13:52:56Z,54,914,2021-06-05,3
47507621,tentacular_ikemen,Tentacular_Ikemen,,affiliate,"VStreamer FR || Je suis Ikayaki, un petit calmar joueur et curieux. Très branché Nintendo, passionné de Pokémon, d'univers créatif et d'horreur et toujours en quête de nouvelles découvertes ! Retrouvez-moi les soirs de semaine à 20h !",https://static-cdn.jtvnw.net/jtv_user_pictures/137dcd0d-3a4e-4ea8-8486-b1d4ba56e1a9-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c43bdf89-6c86-441c-aaf6-76e0ab961347-channel_offline_image-1920x1080.png,5031,2013-08-12T19:00:39Z,413,5031,2013-08-12,19
488929404,teruki_tv,Teruki_TV,,affiliate,"Bonjour, je suis un Vtuber/VStreamer neko  qui aime jouer a Minecraft mes pas que. ^^",https://static-cdn.jtvnw.net/jtv_user_pictures/93e5b056-ae3a-4097-86f2-5e3a8ac332f7-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/15be32ec-ca75-4822-a330-e88cd54e182d-channel_offline_image-1920x1080.png,3349,2020-01-29T14:56:40Z,243,3349,2020-01-29,8
104684508,thirandel,Thirandel,,affiliate,"Mostly FR, I do my best for ENG • she|her • I'm streaming art and video games ٩(ˊᗜˋ*)و ",https://static-cdn.jtvnw.net/jtv_user_pictures/1909cae6-9c2c-44cd-9ffa-839d717fda80-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b673d3c4-0c16-40a2-bf7f-dcb11aba656c-channel_offline_image-1920x1080.png,6803,2015-10-18T20:11:22Z,270,6803,2015-10-18,4
497036660,tinourstv,TinoursTV,,,"Bienvenue sur la chaîne Twitch des Tinours, un sympathique duo de débiles. N'hésitez pas à être gentil et à venir voir nos lives sur divers jeux et parfois un peu de dessin",https://static-cdn.jtvnw.net/jtv_user_pictures/88021513-ca2a-4180-9285-9f123bdd0953-profile_image-300x300.png,,1083,2020-03-04T17:08:42Z,52,1083,2020-03-04,5
541182377,trissetant,Trissetant,,,"🇫🇷 Yo ! Tristan, 16 ans, paumé dans la vie,...Je sais pas quoi dire 😅 Je streame tous les Mercerdis de 15h à 17h (heure française). 🇬🇧 Hey there ! Name's Tristan. They say I'm a 16 years old wild streamer apparently... I try to stream every wednesday from 4 to 6 PM UTC...",https://static-cdn.jtvnw.net/jtv_user_pictures/4b139432-1923-4a9c-86ca-ef1b35e218b2-profile_image-300x300.png,,138,2020-06-08T18:52:37Z,23,138,2020-06-08,2
618763396,tsuki_akae_lyne,Tsuki_Akae_Lyne,,affiliate,"Qu'il neige, qu'il pluie, qu'il soleil, qu'il vent ou qu'il météore votre arc-en-ciel ""TSUKI"" sera toujours là !!! Mwoua haha haha !!! #Tsukidélique",https://static-cdn.jtvnw.net/jtv_user_pictures/efc2bf08-969c-4c25-9ab6-ec4e4c5425bc-profile_image-300x300.png,,3359,2020-12-10T18:11:47Z,212,3359,2020-12-10,17
95277223,tzxlive_,TzXLive_,,affiliate,Yo⚡moi c'est TzX⚡Streameur de 21 ans retrouveras des streams majoritairement sur Minecraft 🌍 et Valorant 🛑 met toi à l'aise l'aventure commence Maintenant !,https://static-cdn.jtvnw.net/jtv_user_pictures/3b090f18-d085-452e-9259-2f1b7aaac03b-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/61746be5-d70c-4621-a987-85422d878a03-channel_offline_image-1920x1080.jpeg,9151,2015-07-05T04:09:31Z,607,9151,2015-07-05,18
693365963,ultimegami,Ultimegami,,affiliate,"Déesse du Chaos Stellaire à plein temps👁🔮! J'aime les hamburgers et streamer des jeux vidéo variés, du jeu de rôle et des émissions rétro! N'hésite pas à tchecker le planning! Rejoins moi vite ^^ !",https://static-cdn.jtvnw.net/jtv_user_pictures/786a817a-fe40-4f88-8985-0007c19b146b-profile_image-300x300.png,,5016,2021-06-02T18:01:58Z,351,5016,2021-06-02,141
57116157,umbreonoctie,UmbreoNoctie,,affiliate,"I'm a boardgame graphic designer who loves to draw dinosaurs, animals, and furry trashes in their free time.",https://static-cdn.jtvnw.net/jtv_user_pictures/9efa06e6-54ce-40e2-b352-d7a14dc34909-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b96e124f-3ec9-4dc6-8a5b-29bc8dc5149d-channel_offline_image-1920x1080.jpeg,4357,2014-02-18T20:19:31Z,353,4357,2014-02-18,20
209990901,umbrilow,Umbrilow,,affiliate,"Hello ! Moi c'est Umbri, une dragonnette illustratrice freelance qui vous partage son sel. Egalement joueuse de RPG en tout genre, je suis une aventurière qui aime papillonner par-ci par-là. Suis-moi dans ma folie et mes aventures palpitantes !",https://static-cdn.jtvnw.net/jtv_user_pictures/0596bc79-f18a-49ff-a7f8-d78e34b8f247-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/750ec643-5647-4522-8a30-f16a42eaf6d1-channel_offline_image-1920x1080.png,39627,2018-03-30T22:01:06Z,1839,39627,2018-03-30,70
198490970,uneplanteenpot,UnePlanteEnPot,,affiliate,"Hi I’m Plant, a plant in a pot ! 🌱I like ACNH, DST and some other games. I like playing with friends. Give me some water and I'll be happy !",https://static-cdn.jtvnw.net/jtv_user_pictures/7f249b8c-2d07-43bc-b6e1-f24af49225ce-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3fbbe82f-6f05-40f6-a203-0ecadcbfc82e-channel_offline_image-1920x1080.png,1803,2018-02-26T06:39:02Z,252,1803,2018-02-26,11
86740884,uneporteusedegateaux,UnePorteuseDeGateaux,,affiliate,Reine des bugs et aimant à probabilités improbables. (Més)aventures au programme. // Queen of glitches and improbable probabilities magnet. (Mis)adventures inbound.,https://static-cdn.jtvnw.net/jtv_user_pictures/7cf64e1d-b134-456c-a434-826ee823ee5a-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/bf6e4ea0-67e1-472f-974a-d5bc5ac9b2b6-channel_offline_image-1920x1080.png,11285,2015-03-28T20:40:16Z,681,11285,2015-03-28,59
69403569,uzukilumi,UzukiLumi,,affiliate,Virtual youtuber & streamer #vtuber #vtuberFR Bunny girl who came from the moon~,https://static-cdn.jtvnw.net/jtv_user_pictures/17faaf22-5ee2-4d12-a320-f0e64c84d461-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/86dd4b13-ecaf-48c0-9d47-62051e0ccd09-channel_offline_image-1920x1080.jpeg,228,2014-08-19T16:05:04Z,74,228,2014-08-19,1
728472075,vagoumoulii,VAGOUMOULII,,,Sah je sais pas les reufs mais la vérité vrai si je mens j'essaye de bien stream et tout UwU fin bref venez en stream et voila faites vos bailles,https://static-cdn.jtvnw.net/jtv_user_pictures/50d36da0-b2d8-459b-ac64-628291ea47a4-profile_image-300x300.png,,369,2021-09-21T17:53:44Z,52,369,2021-09-21,9
107900674,valeendra,Valeendra,,affiliate,Votre Vtuber idol un peu rock'n'roll (et légèrement vampirique) préféré (￢‿￢ ),https://static-cdn.jtvnw.net/jtv_user_pictures/dee7ad54-413b-4bc6-95ce-2bae16197157-profile_image-300x300.png,,3349,2015-11-24T18:50:41Z,181,3349,2015-11-24,10
638209276,vega_vt,Vega_VT,,affiliate,Hello! Moi c'est Vega 🌟! Je joue à pleins de jeux rigolos en parlant de pleins de choses  💜 / Rejoignez les étoiles on part à l'aventure!  ✧Vtuber FR✧,https://static-cdn.jtvnw.net/jtv_user_pictures/6e4db2d0-f143-426b-bd31-07d57471ce5f-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/82567a47-092c-43d3-aaf4-57076a339f4c-channel_offline_image-1920x1080.jpeg,19594,2021-01-18T18:26:38Z,1570,19594,2021-01-18,11
146168827,viktoriavtuber,ViktoriaVtuber,,affiliate,Samoyède astral qui apprécie la compagnie.,https://static-cdn.jtvnw.net/jtv_user_pictures/be519439-55e1-4eed-9629-d8527c547f92-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/6087d887-58f5-41e1-844d-cba773ff4508-channel_offline_image-1920x1080.png,5895,2017-01-27T20:20:58Z,433,5895,2017-01-27,6
236855995,void_364,Void_364,,,Nous sommes Void 364,https://static-cdn.jtvnw.net/jtv_user_pictures/456cb2db-cccf-4011-85be-a4133c07e289-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e7f793c0-1a42-4e94-bf31-38fbb308d3ce-channel_offline_image-1920x1080.png,1269,2018-07-07T17:06:24Z,40,1269,2018-07-07,3
189297953,waffleinatoaster,WaffleInaToaster,,affiliate,"Hi ! I'm a little Waffle in the Toaster, who is just doing what she like. Feel always free to joins my activities with me. Hope you enjoy your time here.*Art by @Pi3art. Tysmmmmm 💛Business Email: waffleinatoaster@outlook.com",https://static-cdn.jtvnw.net/jtv_user_pictures/dcc390d9-c0e7-4769-bc81-9c30d3356014-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/60853c1e-7c0a-4bea-9274-bd7a459e49e4-channel_offline_image-1920x1080.png,53939,2018-01-07T00:17:11Z,6829,53939,2018-01-07,11
129870770,werelycanthrope,WereLycanthrope,,affiliate,"French variety werewolf doing art, the gaming but most of the time the dumbdumb",https://static-cdn.jtvnw.net/jtv_user_pictures/10c648e8-624e-497a-9acb-fba6d5565064-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/65ce1abe-bb8d-43b5-a066-100d606e1398-channel_offline_image-1920x1080.png,7885,2016-07-18T13:21:31Z,478,7885,2016-07-18,21
185132304,wiiiiink,Wiiiiink,,affiliate,"vend streamer, très usé, 2000+ H de live au compteur",https://static-cdn.jtvnw.net/jtv_user_pictures/f42fae56-237f-4bf1-9ca2-5d2724796f64-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1ed23302-bbd3-4c0d-b3b4-d0538e22f233-channel_offline_image-1920x1080.png,12476,2017-12-09T22:01:00Z,633,12476,2017-12-09,54
160605441,windup_drg,WindUp_DRG,,,Eh ? ,https://static-cdn.jtvnw.net/jtv_user_pictures/406a4963-936c-4eb0-a50d-fd969afa947e-profile_image-300x300.png,,207,2017-06-18T10:41:41Z,28,207,2017-06-18,1
57977931,wiwitv,WiwiTV,,affiliate,☀️ VTUBER anciennement moustachu addict aux MMOs et surtout à FF14. Mail pro : wiwitvpro@gmail.com ☀️ ,https://static-cdn.jtvnw.net/jtv_user_pictures/bed566d9-cc09-4d32-b220-4aa407204f2e-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/cb292084-7f73-4f0e-892e-e55b00e96f97-channel_offline_image-1920x1080.png,134816,2014-03-01T17:06:43Z,837,134816,2014-03-01,11
93897596,wolfy_player,Wolfy_Player,,affiliate,Un loup Vtuber... qui joue a des jeux vidéos !,https://static-cdn.jtvnw.net/jtv_user_pictures/e52f4609-8c5e-4642-a1e8-ad9703d6a515-profile_image-300x300.png,,9698,2015-06-19T09:58:03Z,1092,9698,2015-06-19,63
187827893,woukaris,Woukaris,,,"Jeune streameuse, je débute sur twitch. Passez dire bonjour 👋 ",https://static-cdn.jtvnw.net/jtv_user_pictures/27d0ec1f-d245-469d-a48c-ba5d74a728cf-profile_image-300x300.png,,36,2017-12-29T10:07:06Z,6,36,2017-12-29,1
84053297,xernys,Xernys,,,"Hey ! Bienvenue sur ma chaîne, mets-toi à l'aise et enjoy ^^",https://static-cdn.jtvnw.net/jtv_user_pictures/718b97f6-b718-4681-8591-df102b0cb4e2-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b6a4bbff-1949-400c-8dd5-c7f499f769e3-channel_offline_image-1920x1080.png,1700,2015-02-28T23:24:08Z,170,1700,2015-02-28,8
112587018,xhelys,Xhelys,,affiliate,"Salut, moi c'est Xhelys! Après 5 ans d'absence, je reviens finalement pour jouer, dessiner et modéliser en votre compagnie! (Principalement jouer) J'espère que nous passerons un agréable moment. ",https://static-cdn.jtvnw.net/jtv_user_pictures/58ccb612-1e4f-47e9-ab27-7ddf557df9f1-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/366af73a-d581-4255-b9cd-d7e93255213a-channel_offline_image-1920x1080.jpeg,2227,2016-01-13T00:26:48Z,51,2227,2016-01-13,1
189062495,yasito60,Yasito60,,,Coucouuu ! Bienvenue sur ma chaîne posez-vous prenez vos paquets de chips et espérons qu'on passe de bons moments tous ensemble. ,https://static-cdn.jtvnw.net/jtv_user_pictures/6971c9e6-ad44-4a3b-84be-f8911fac0ad1-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d20544b1-d7c1-4436-ad87-510a59e1f7ce-channel_offline_image-1920x1080.png,242,2018-01-05T19:17:26Z,17,242,2018-01-05,1
52549283,yemetis,Yemetis,,affiliate,ღ꧁ღ╭⊱🌸 Mangaka /// Illustration ///French Vtuber 🌸⊱╮ღ꧂ღ ,https://static-cdn.jtvnw.net/jtv_user_pictures/d8e32abb-401f-4e02-8347-68e6dbd05476-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/38718221-0b24-4572-90cd-e09e404bf9c6-channel_offline_image-1920x1080.png,153118,2013-12-02T12:31:48Z,6349,153118,2013-12-02,2
503910006,ysadhora,Ysadhora,,partner,"✨Bienvenue dans ma forêt magique petit lutin!✨Une forêt spéciale, pleine de douceur et de tendresse, parfois de malice et non dépourvue d'humour, prête à partager sa magie avec toi😉N'hésite pas à profiter de cet espace de détente pour te relaxer, venir trouver la douceur et la bonne humeur💞",https://static-cdn.jtvnw.net/jtv_user_pictures/5c7f2cb3-cfce-4d98-b963-9f83e74f4942-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/371a7c4d-bf62-4bac-85d0-d67532e03f3a-channel_offline_image-1920x1080.png,82543,2020-03-26T02:52:01Z,3992,82543,2020-03-26,30
126339004,ysalinde,Ysalinde,,affiliate,[Vtuber FR - She/Her] Maitresse des mers et des océans - aimant les JRPG (et FFXIV surtout !) -N'hésite pas à follow pour rejoindre le clan des Keiko ♥ ,https://static-cdn.jtvnw.net/jtv_user_pictures/1c99e779-dae7-4ef3-b2f8-049e01bba0d8-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f5f46b67-cdd7-4e8d-892a-f15654cc0769-channel_offline_image-1920x1080.jpeg,3886,2016-06-09T15:53:57Z,263,3886,2016-06-09,19
608904989,yuneraa,Yuneraa,,affiliate,"Bonjour les geeeens ! Je suis Yuneraa, une Vtubeuse Gobelin qui adore GUEULER !",https://static-cdn.jtvnw.net/jtv_user_pictures/301b52ca-3aae-472c-804b-acdca28b8880-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5c3784b7-7a0c-4293-9d33-9004aa942568-channel_offline_image-1920x1080.png,4546,2020-11-14T23:10:07Z,459,4546,2020-11-14,36
84360927,yuweiart,YuweiArt,,affiliate,"Coucou à tous ! Je suis Yuwei Neko COSMIQUE !! Et Vtubeuse FR. Je compte faire principalement des jeux, ainsi que des lives Art, Karaoké ou autre petit événement concocté par moi.J'espère que vous passerez un bon moment en ma compagnie.",https://static-cdn.jtvnw.net/jtv_user_pictures/d151b90b-fabf-438e-8c13-95a90c857285-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7c7e85fe-7810-4363-ae7f-d331c782e211-channel_offline_image-1920x1080.png,13253,2015-03-04T18:14:48Z,1163,13253,2015-03-04,15
108098985,yuzufei,Yuzufei,,affiliate,Digital Artist and Live2D enthousiast.,https://static-cdn.jtvnw.net/jtv_user_pictures/52af19cb-9588-48b5-bcc7-02ba5b9a14c3-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/db06d077-2755-48d1-baef-e78b75a63f7b-channel_offline_image-1920x1080.png,50065,2015-11-27T15:36:06Z,2920,50065,2015-11-27,16
633111630,yuzunalynn,YuzunaLynn,,affiliate,"Je suis étudiante en première année de Licence d'art cinéma animation 2d/3d et jeux vidéos ! Afin de me motiver à faire mes devoirs, je les ferai en stream de temps en temps !",https://static-cdn.jtvnw.net/jtv_user_pictures/3bd31472-74f9-4f23-ab8b-9a0cd4ac80a8-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/16ef9256-ad6a-42fe-ad9d-828b59ba8b24-channel_offline_image-1920x1080.jpeg,2467,2021-01-08T14:02:21Z,222,2467,2021-01-08,1
120498828,zabymarou,Zabymarou,,affiliate,Hiii! my name is Zabymarou or Zaby for short. I'm new at streaming. I like playing Rocket League and Genshin Impact or anything else that i feel like. Come hang out and chat :D,https://static-cdn.jtvnw.net/jtv_user_pictures/425b5fe6-4aad-42d3-a61f-ca1b6a85b664-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/44e6e916-1d21-4ffd-9e7c-94eec4587a69-channel_offline_image-1920x1080.png,2078,2016-03-31T16:33:41Z,228,2078,2016-03-31,20
150269389,zacyann,Zacyann,,affiliate,"Vtuber FR - Je fais plein de petits jeux, parfois du dessin et surtout beaucoup de fun ^___^ ",https://static-cdn.jtvnw.net/jtv_user_pictures/5ac39a67-2aa5-4452-8843-1bd2993ff0ed-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1fdaf277-5655-467e-92fc-213699866806-channel_offline_image-1920x1080.png,13550,2017-03-12T21:33:43Z,2051,13550,2017-03-12,1
115116164,zaphkyiel_,Zaphkyiel_,,affiliate,"Petit VTuber moisi, il m'arrive de jouer à League of Legends, Epic Seven ou Apex.  Il m'arrive même de le stream, incroyable non ?",https://static-cdn.jtvnw.net/jtv_user_pictures/c126e92c-5ffd-40f5-af26-f2b3d404e6f5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b10b5f0d-6001-4100-b11a-2a18a289cdb0-channel_offline_image-1920x1080.png,2458,2016-02-07T12:50:57Z,293,2458,2016-02-07,13
80748795,zeburiall,ZebUriall,,affiliate,"Vtuber FR en herbe et en sel. Je peux parler un peu anglais et japonais, mais je galère en vrai. I can speak english and japanese a little ! Jeux et blague foireuse, très foireuse...! Je suis un joueur quasiment casual, ui.",https://static-cdn.jtvnw.net/jtv_user_pictures/b107489a-1448-477d-b31e-d45413f11b97-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d27fb613-a195-4e23-b622-c0ab2c1266ba-channel_offline_image-1920x1080.jpeg,15321,2015-01-24T16:10:55Z,422,15321,2015-01-24,48
678169078,zelda__gameuse,Zelda__gameuse,,affiliate,ohayo toi je suis Zelda j'ai 18 ans et mes passions sont de jouer au jeux vidéo et regardez des animés,https://static-cdn.jtvnw.net/jtv_user_pictures/7a5ae576-62cf-4ef8-adec-5edbf3e75a64-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7964dcfd-b88d-4830-a73e-ea618d0afd5f-channel_offline_image-1920x1080.png,4348,2021-04-20T18:53:46Z,391,4348,2021-04-20,9
554167230,zelgadiscrocnoir,ZelgadisCrocNoir,,,"Bonjour, je m'appelle Zelgadis Croc-Noir et je suis un Renard noir qui souhaite passé un bon moment avec vous. Désolé d'avance pour la mauvaise qualité d'image.",https://static-cdn.jtvnw.net/jtv_user_pictures/3fd3c7a2-350f-4240-b606-e5914739fc0d-profile_image-300x300.png,,1377,2020-07-13T13:43:17Z,75,1377,2020-07-13,8
142927490,zydia_,Zydia_,,affiliate,"Vtubeuse - Illustration et Live2D artist & rigger. Heureuse de te rencontrer, en espérant que tu passeras un bon moment avec nous ! :D",https://static-cdn.jtvnw.net/jtv_user_pictures/4b7618c8-6390-44f1-abe8-fab15af60be0-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5cac2a60-b5b6-4539-9492-3283135bf797-channel_offline_image-1920x1080.jpeg,45893,2016-12-26T18:59:14Z,2791,45893,2016-12-26,36
70597564,zykiel,Zykiel,,affiliate,[Vélotypie automatisée en direct] Ton VTuber renard préféré est au rendez-vous! Tu veux passer un bon moment en notre compagnie ? Prends place et mets-toi bien!,https://static-cdn.jtvnw.net/jtv_user_pictures/51723577-30dc-486a-9b28-0e4f3aaf63c5-profile_image-300x300.png,,742,2014-09-04T16:48:34Z,63,742,2014-09-04,4
234549429,alastor_d,alastor_d,,,,https://static-cdn.jtvnw.net/jtv_user_pictures/bb3504e8-ce17-447e-8e14-9693cbcde942-profile_image-300x300.png,,309,2018-06-27T20:38:57Z,33,309,2018-06-27,1
